sku,nome,data_venda,quantidade,receita,categoria,estoque_atual,estoque_minimo
MET-0091,Cantoneira Galvanizado Frio 10m,2024-06-05,238,77817.88,Indústria Metalúrgica,589,47
MET-0091,Cantoneira Galvanizado Frio 10m,2024-07-08,9,3166.83,Indústria Metalúrgica,589,47
MET-0091,Cantoneira Galvanizado Frio 10m,2024-08-19,22,8595.29,Indústria Metalúrgica,589,47
MET-0091,Cantoneira Galvanizado Frio 10m,2024-09-25,153,50243.47,Indústria Metalúrgica,589,47
MET-0091,Cantoneira Galvanizado Frio 10m,2024-10-08,203,75932.11,Indústria Metalúrgica,589,47
MET-0091,Cantoneira Galvanizado Frio 10m,2024-11-19,147,47669.83,Indústria Metalúrgica,589,47
MET-0091,Cantoneira Galvanizado Frio 10m,2024-12-21,218,87071.84,Indústria Metalúrgica,589,47
MET-0092,Perfil I Zincado Laminado Estrutural Pesado,2024-01-19,173,59028.11,Indústria Metalúrgica,207,41
MET-0092,Perfil I Zincado Laminado Estrutural Pesado,2024-02-22,165,56308.70,Indústria Metalúrgica,207,41
MET-0092,Perfil I Zincado Laminado Estrutural Pesado,2024-03-24,68,24956.64,Indústria Metalúrgica,207,41
MET-0092,Perfil I Zincado Laminado Estrutural Pesado,2024-04-20,72,24310.53,Indústria Metalúrgica,207,41
MET-0092,Perfil I Zincado Laminado Estrutural Pesado,2024-05-21,124,43312.57,Indústria Metalúrgica,207,41
MET-0092,Perfil I Zincado Laminado Estrutural Pesado,2024-06-05,124,43930.59,Indústria Metalúrgica,207,41
MET-0092,Perfil I Zincado Laminado Estrutural Pesado,2024-07-12,65,20812.60,Indústria Metalúrgica,207,41
MET-0092,Perfil I Zincado Laminado Estrutural Pesado,2024-08-21,195,62945.48,Indústria Metalúrgica,207,41
MET-0092,Perfil I Zincado Laminado Estrutural Pesado,2024-09-13,73,28055.04,Indústria Metalúrgica,207,41
MET-0092,Perfil I Zincado Laminado Estrutural Pesado,2024-10-12,197,60963.44,Indústria Metalúrgica,207,41
MET-0092,Perfil I Zincado Laminado Estrutural Pesado,2024-11-26,84,26893.18,Indústria Metalúrgica,207,41
MET-0092,Perfil I Zincado Laminado Estrutural Pesado,2024-12-15,113,41745.23,Indústria Metalúrgica,207,41
MET-0093,Tubo Alumínio Quente 8m,2024-01-18,226,111666.54,Indústria Metalúrgica,461,63
MET-0093,Tubo Alumínio Quente 8m,2024-02-13,40,22982.27,Indústria Metalúrgica,461,63
MET-0093,Tubo Alumínio Quente 8m,2024-03-12,61,35862.38,Indústria Metalúrgica,461,63
MET-0093,Tubo Alumínio Quente 8m,2024-04-14,234,121476.07,Indústria Metalúrgica,461,63
MET-0093,Tubo Alumínio Quente 8m,2024-05-24,123,64275.15,Indústria Metalúrgica,461,63
MET-0093,Tubo Alumínio Quente 8m,2024-06-13,126,64514.64,Indústria Metalúrgica,461,63
MET-0093,Tubo Alumínio Quente 8m,2024-07-11,178,91964.77,Indústria Metalúrgica,461,63
MET-0093,Tubo Alumínio Quente 8m,2024-08-24,143,70260.88,Indústria Metalúrgica,461,63
MET-0093,Tubo Alumínio Quente 8m,2024-09-07,190,92980.89,Indústria Metalúrgica,461,63
MET-0093,Tubo Alumínio Quente 8m,2024-10-07,231,129363.23,Indústria Metalúrgica,461,63
MET-0093,Tubo Alumínio Quente 8m,2024-11-26,166,84992.31,Indústria Metalúrgica,461,63
MET-0093,Tubo Alumínio Quente 8m,2024-12-15,148,85467.56,Indústria Metalúrgica,461,63
MET-0094,"Chapa Zincado Laminado 1,50m x 3,00m",2024-01-26,112,43983.08,Indústria Metalúrgica,396,57
MET-0094,"Chapa Zincado Laminado 1,50m x 3,00m",2024-02-10,62,24459.85,Indústria Metalúrgica,396,57
MET-0094,"Chapa Zincado Laminado 1,50m x 3,00m",2024-03-16,35,14334.83,Indústria Metalúrgica,396,57
MET-0094,"Chapa Zincado Laminado 1,50m x 3,00m",2024-04-15,84,37453.81,Indústria Metalúrgica,396,57
MET-0094,"Chapa Zincado Laminado 1,50m x 3,00m",2024-05-25,230,96064.48,Indústria Metalúrgica,396,57
MET-0094,"Chapa Zincado Laminado 1,50m x 3,00m",2024-06-02,59,22236.32,Indústria Metalúrgica,396,57
MET-0094,"Chapa Zincado Laminado 1,50m x 3,00m",2024-07-18,235,87142.59,Indústria Metalúrgica,396,57
MET-0094,"Chapa Zincado Laminado 1,50m x 3,00m",2024-08-13,140,55779.20,Indústria Metalúrgica,396,57
MET-0094,"Chapa Zincado Laminado 1,50m x 3,00m",2024-09-15,14,5946.27,Indústria Metalúrgica,396,57
MET-0094,"Chapa Zincado Laminado 1,50m x 3,00m",2024-10-13,153,64570.08,Indústria Metalúrgica,396,57
MET-0094,"Chapa Zincado Laminado 1,50m x 3,00m",2024-11-09,198,83832.24,Indústria Metalúrgica,396,57
MET-0094,"Chapa Zincado Laminado 1,50m x 3,00m",2024-12-25,47,19713.78,Indústria Metalúrgica,396,57
MET-0095,"Barra Cobre Frio 1,20m x 2,40m",2024-01-19,208,129671.19,Indústria Metalúrgica,650,62
MET-0095,"Barra Cobre Frio 1,20m x 2,40m",2024-02-05,113,62583.25,Indústria Metalúrgica,650,62
MET-0095,"Barra Cobre Frio 1,20m x 2,40m",2024-03-08,230,141325.44,Indústria Metalúrgica,650,62
MET-0095,"Barra Cobre Frio 1,20m x 2,40m",2024-04-25,132,73100.86,Indústria Metalúrgica,650,62
MET-0095,"Barra Cobre Frio 1,20m x 2,40m",2024-05-25,164,95873.26,Indústria Metalúrgica,650,62
MET-0095,"Barra Cobre Frio 1,20m x 2,40m",2024-06-21,232,119117.18,Indústria Metalúrgica,650,62
MET-0095,"Barra Cobre Frio 1,20m x 2,40m",2024-07-04,209,108210.67,Indústria Metalúrgica,650,62
MET-0095,"Barra Cobre Frio 1,20m x 2,40m",2024-08-01,10,6405.64,Indústria Metalúrgica,650,62
MET-0095,"Barra Cobre Frio 1,20m x 2,40m",2024-09-28,21,11675.82,Indústria Metalúrgica,650,62
MET-0095,"Barra Cobre Frio 1,20m x 2,40m",2024-10-03,88,56513.63,Indústria Metalúrgica,650,62
MET-0095,"Barra Cobre Frio 1,20m x 2,40m",2024-11-12,59,36296.44,Indústria Metalúrgica,650,62
MET-0095,"Barra Cobre Frio 1,20m x 2,40m",2024-12-07,86,54106.31,Indústria Metalúrgica,650,62
MET-0096,Barra Revestido Frio Estrutural Pesado,2024-01-12,167,11318.73,Indústria Metalúrgica,411,31
MET-0096,Barra Revestido Frio Estrutural Pesado,2024-02-19,239,15903.69,Indústria Metalúrgica,411,31
MET-0096,Barra Revestido Frio Estrutural Pesado,2024-03-16,94,6076.45,Indústria Metalúrgica,411,31
MET-0096,Barra Revestido Frio Estrutural Pesado,2024-04-10,85,4714.77,Indústria Metalúrgica,411,31
MET-0096,Barra Revestido Frio Estrutural Pesado,2024-05-18,48,3247.12,Indústria Metalúrgica,411,31
MET-0096,Barra Revestido Frio Estrutural Pesado,2024-06-05,49,2952.15,Indústria Metalúrgica,411,31
MET-0096,Barra Revestido Frio Estrutural Pesado,2024-07-18,166,9987.25,Indústria Metalúrgica,411,31
MET-0096,Barra Revestido Frio Estrutural Pesado,2024-08-18,149,9461.71,Indústria Metalúrgica,411,31
MET-0096,Barra Revestido Frio Estrutural Pesado,2024-09-23,79,5090.39,Indústria Metalúrgica,411,31
MET-0096,Barra Revestido Frio Estrutural Pesado,2024-10-08,37,2369.39,Indústria Metalúrgica,411,31
MET-0096,Barra Revestido Frio Estrutural Pesado,2024-11-05,240,14568.22,Indústria Metalúrgica,411,31
MET-0096,Barra Revestido Frio Estrutural Pesado,2024-12-25,18,1007.78,Indústria Metalúrgica,411,31
MET-0097,Chapa Alumínio Tratado 12m,2024-01-13,129,14220.55,Indústria Metalúrgica,282,94
MET-0097,Chapa Alumínio Tratado 12m,2024-02-06,204,20425.27,Indústria Metalúrgica,282,94
MET-0097,Chapa Alumínio Tratado 12m,2024-03-23,217,23817.68,Indústria Metalúrgica,282,94
MET-0097,Chapa Alumínio Tratado 12m,2024-04-15,157,18157.73,Indústria Metalúrgica,282,94
MET-0097,Chapa Alumínio Tratado 12m,2024-05-15,236,23628.58,Indústria Metalúrgica,282,94
MET-0097,Chapa Alumínio Tratado 12m,2024-06-16,179,20676.31,Indústria Metalúrgica,282,94
MET-0097,Chapa Alumínio Tratado 12m,2024-07-11,29,3610.67,Indústria Metalúrgica,282,94
MET-0097,Chapa Alumínio Tratado 12m,2024-08-03,53,5478.04,Indústria Metalúrgica,282,94
MET-0097,Chapa Alumínio Tratado 12m,2024-09-10,181,20025.41,Indústria Metalúrgica,282,94
MET-0097,Chapa Alumínio Tratado 12m,2024-10-05,36,4589.99,Indústria Metalúrgica,282,94
MET-0097,Chapa Alumínio Tratado 12m,2024-11-26,179,18814.54,Indústria Metalúrgica,282,94
MET-0097,Chapa Alumínio Tratado 12m,2024-12-21,90,9700.95,Indústria Metalúrgica,282,94
MET-0098,Perfil U Galvanizado Quente 10m,2024-01-26,209,115697.26,Indústria Metalúrgica,648,41
MET-0098,Perfil U Galvanizado Quente 10m,2024-02-20,212,130698.63,Indústria Metalúrgica,648,41
MET-0098,Perfil U Galvanizado Quente 10m,2024-03-20,236,148942.41,Indústria Metalúrgica,648,41
MET-0098,Perfil U Galvanizado Quente 10m,2024-04-06,101,67770.68,Indústria Metalúrgica,648,41
MET-0098,Perfil U Galvanizado Quente 10m,2024-05-07,139,81136.33,Indústria Metalúrgica,648,41
MET-0098,Perfil U Galvanizado Quente 10m,2024-06-17,239,162730.89,Indústria Metalúrgica,648,41
MET-0098,Perfil U Galvanizado Quente 10m,2024-07-16,89,60461.02,Indústria Metalúrgica,648,41
MET-0098,Perfil U Galvanizado Quente 10m,2024-08-02,174,100464.11,Indústria Metalúrgica,648,41
MET-0098,Perfil U Galvanizado Quente 10m,2024-09-10,75,45712.45,Indústria Metalúrgica,648,41
MET-0098,Perfil U Galvanizado Quente 10m,2024-10-14,94,51423.75,Indústria Metalúrgica,648,41
MET-0098,Perfil U Galvanizado Quente 10m,2024-11-24,202,129533.94,Indústria Metalúrgica,648,41
MET-0098,Perfil U Galvanizado Quente 10m,2024-12-22,28,16569.45,Indústria Metalúrgica,648,41
MET-0099,Cantoneira Aço Inox Frio 12m,2024-01-02,41,23285.12,Indústria Metalúrgica,400,31
MET-0099,Cantoneira Aço Inox Frio 12m,2024-02-20,10,5502.37,Indústria Metalúrgica,400,31
MET-0099,Cantoneira Aço Inox Frio 12m,2024-03-01,85,42895.87,Indústria Metalúrgica,400,31
MET-0099,Cantoneira Aço Inox Frio 12m,2024-04-16,105,53093.48,Indústria Metalúrgica,400,31
MET-0099,Cantoneira Aço Inox Frio 12m,2024-05-23,180,88279.74,Indústria Metalúrgica,400,31
MET-0099,Cantoneira Aço Inox Frio 12m,2024-06-13,93,46766.94,Indústria Metalúrgica,400,31
MET-0099,Cantoneira Aço Inox Frio 12m,2024-07-17,226,131891.23,Indústria Metalúrgica,400,31
MET-0099,Cantoneira Aço Inox Frio 12m,2024-08-14,112,61231.97,Indústria Metalúrgica,400,31
MET-0099,Cantoneira Aço Inox Frio 12m,2024-09-05,96,52630.87,Indústria Metalúrgica,400,31
MET-0099,Cantoneira Aço Inox Frio 12m,2024-10-18,57,29559.33,Indústria Metalúrgica,400,31
MET-0099,Cantoneira Aço Inox Frio 12m,2024-11-09,29,16624.25,Indústria Metalúrgica,400,31
MET-0099,Cantoneira Aço Inox Frio 12m,2024-12-22,29,16221.39,Indústria Metalúrgica,400,31
MET-0100,Cantoneira Latão Decapado e Oleado 6m,2024-01-11,228,126452.84,Indústria Metalúrgica,524,35
MET-0100,Cantoneira Latão Decapado e Oleado 6m,2024-02-04,13,7747.97,Indústria Metalúrgica,524,35
MET-0100,Cantoneira Latão Decapado e Oleado 6m,2024-03-26,203,101411.66,Indústria Metalúrgica,524,35
MET-0100,Cantoneira Latão Decapado e Oleado 6m,2024-04-03,53,28411.32,Indústria Metalúrgica,524,35
MET-0100,Cantoneira Latão Decapado e Oleado 6m,2024-05-05,154,91587.40,Indústria Metalúrgica,524,35
MET-0100,Cantoneira Latão Decapado e Oleado 6m,2024-06-25,30,18097.55,Indústria Metalúrgica,524,35
MET-0100,Cantoneira Latão Decapado e Oleado 6m,2024-07-01,193,93940.42,Indústria Metalúrgica,524,35
MET-0100,Cantoneira Latão Decapado e Oleado 6m,2024-08-26,95,57393.11,Indústria Metalúrgica,524,35
MET-0100,Cantoneira Latão Decapado e Oleado 6m,2024-09-20,26,13163.96,Indústria Metalúrgica,524,35
MET-0100,Cantoneira Latão Decapado e Oleado 6m,2024-10-21,231,142688.18,Indústria Metalúrgica,524,35
MET-0100,Cantoneira Latão Decapado e Oleado 6m,2024-11-21,231,122485.52,Indústria Metalúrgica,524,35
MET-0100,Cantoneira Latão Decapado e Oleado 6m,2024-12-22,35,19909.35,Indústria Metalúrgica,524,35
MET-0101,"Perfil U Cobre Laminado 1,20m x 2,40m",2024-01-02,188,87686.35,Indústria Metalúrgica,227,33
MET-0101,"Perfil U Cobre Laminado 1,20m x 2,40m",2024-02-24,28,13226.09,Indústria Metalúrgica,227,33
MET-0101,"Perfil U Cobre Laminado 1,20m x 2,40m",2024-03-23,31,13928.59,Indústria Metalúrgica,227,33
MET-0101,"Perfil U Cobre Laminado 1,20m x 2,40m",2024-04-26,183,87544.56,Indústria Metalúrgica,227,33
MET-0101,"Perfil U Cobre Laminado 1,20m x 2,40m",2024-05-02,191,87648.89,Indústria Metalúrgica,227,33
MET-0101,"Perfil U Cobre Laminado 1,20m x 2,40m",2024-06-11,168,86681.82,Indústria Metalúrgica,227,33
MET-0101,"Perfil U Cobre Laminado 1,20m x 2,40m",2024-07-16,217,102824.95,Indústria Metalúrgica,227,33
MET-0101,"Perfil U Cobre Laminado 1,20m x 2,40m",2024-08-16,162,87221.85,Indústria Metalúrgica,227,33
MET-0101,"Perfil U Cobre Laminado 1,20m x 2,40m",2024-09-16,81,43870.77,Indústria Metalúrgica,227,33
MET-0101,"Perfil U Cobre Laminado 1,20m x 2,40m",2024-10-19,229,127786.42,Indústria Metalúrgica,227,33
MET-0101,"Perfil U Cobre Laminado 1,20m x 2,40m",2024-11-15,55,28226.25,Indústria Metalúrgica,227,33
MET-0101,"Perfil U Cobre Laminado 1,20m x 2,40m",2024-12-03,53,30336.63,Indústria Metalúrgica,227,33
MET-0102,Barra Latão Decapado 8m,2024-01-09,44,19188.39,Indústria Metalúrgica,514,114
MET-0102,Barra Latão Decapado 8m,2024-02-19,56,23436.18,Indústria Metalúrgica,514,114
MET-0102,Barra Latão Decapado 8m,2024-03-23,202,72087.92,Indústria Metalúrgica,514,114
MET-0102,Barra Latão Decapado 8m,2024-04-06,225,85752.91,Indústria Metalúrgica,514,114
MET-0102,Barra Latão Decapado 8m,2024-05-08,49,19029.54,Indústria Metalúrgica,514,114
MET-0102,Barra Latão Decapado 8m,2024-06-27,159,60211.16,Indústria Metalúrgica,514,114
MET-0102,Barra Latão Decapado 8m,2024-07-14,137,56531.80,Indústria Metalúrgica,514,114
MET-0102,Barra Latão Decapado 8m,2024-08-07,117,43777.57,Indústria Metalúrgica,514,114
MET-0102,Barra Latão Decapado 8m,2024-09-12,196,73139.78,Indústria Metalúrgica,514,114
MET-0102,Barra Latão Decapado 8m,2024-10-01,175,76531.36,Indústria Metalúrgica,514,114
MET-0102,Barra Latão Decapado 8m,2024-11-22,72,27156.87,Indústria Metalúrgica,514,114
MET-0102,Barra Latão Decapado 8m,2024-12-06,24,8531.35,Indústria Metalúrgica,514,114
MET-0103,Perfil U Galvanizado Frio Estrutural Leve,2024-01-16,96,11375.55,Indústria Metalúrgica,581,116
MET-0103,Perfil U Galvanizado Frio Estrutural Leve,2024-02-02,166,19018.96,Indústria Metalúrgica,581,116
MET-0103,Perfil U Galvanizado Frio Estrutural Leve,2024-03-14,28,3147.04,Indústria Metalúrgica,581,116
MET-0103,Perfil U Galvanizado Frio Estrutural Leve,2024-04-23,122,11557.13,Indústria Metalúrgica,581,116
MET-0103,Perfil U Galvanizado Frio Estrutural Leve,2024-05-24,180,17417.61,Indústria Metalúrgica,581,116
MET-0103,Perfil U Galvanizado Frio Estrutural Leve,2024-06-19,205,24366.15,Indústria Metalúrgica,581,116
MET-0103,Perfil U Galvanizado Frio Estrutural Leve,2024-07-12,186,20940.34,Indústria Metalúrgica,581,116
MET-0103,Perfil U Galvanizado Frio Estrutural Leve,2024-08-22,24,2630.34,Indústria Metalúrgica,581,116
MET-0103,Perfil U Galvanizado Frio Estrutural Leve,2024-09-24,222,22849.00,Indústria Metalúrgica,581,116
MET-0103,Perfil U Galvanizado Frio Estrutural Leve,2024-10-12,198,22977.49,Indústria Metalúrgica,581,116
MET-0103,Perfil U Galvanizado Frio Estrutural Leve,2024-11-12,135,13826.88,Indústria Metalúrgica,581,116
MET-0103,Perfil U Galvanizado Frio Estrutural Leve,2024-12-16,88,9589.90,Indústria Metalúrgica,581,116
MET-0104,Cantoneira Cobre Polido 10m,2024-01-24,56,21615.15,Indústria Metalúrgica,633,76
MET-0104,Cantoneira Cobre Polido 10m,2024-02-06,18,7801.31,Indústria Metalúrgica,633,76
MET-0104,Cantoneira Cobre Polido 10m,2024-03-14,127,57503.75,Indústria Metalúrgica,633,76
MET-0104,Cantoneira Cobre Polido 10m,2024-04-11,211,94813.52,Indústria Metalúrgica,633,76
MET-0104,Cantoneira Cobre Polido 10m,2024-05-13,126,56905.16,Indústria Metalúrgica,633,76
MET-0104,Cantoneira Cobre Polido 10m,2024-06-15,123,46525.41,Indústria Metalúrgica,633,76
MET-0104,Cantoneira Cobre Polido 10m,2024-07-24,200,80424.01,Indústria Metalúrgica,633,76
MET-0104,Cantoneira Cobre Polido 10m,2024-08-01,231,87063.27,Indústria Metalúrgica,633,76
MET-0104,Cantoneira Cobre Polido 10m,2024-09-11,105,48723.79,Indústria Metalúrgica,633,76
MET-0104,Cantoneira Cobre Polido 10m,2024-10-21,46,18562.83,Indústria Metalúrgica,633,76
MET-0104,Cantoneira Cobre Polido 10m,2024-11-01,119,52801.02,Indústria Metalúrgica,633,76
MET-0104,Cantoneira Cobre Polido 10m,2024-12-22,239,90895.21,Indústria Metalúrgica,633,76
MET-0105,Barra Aço Inox Tratado Estrutural Leve,2024-01-19,55,16233.88,Indústria Metalúrgica,155,47
MET-0105,Barra Aço Inox Tratado Estrutural Leve,2024-02-01,108,34044.46,Indústria Metalúrgica,155,47
MET-0105,Barra Aço Inox Tratado Estrutural Leve,2024-03-09,94,27603.06,Indústria Metalúrgica,155,47
MET-0105,Barra Aço Inox Tratado Estrutural Leve,2024-04-16,108,31379.37,Indústria Metalúrgica,155,47
MET-0105,Barra Aço Inox Tratado Estrutural Leve,2024-05-27,226,72609.62,Indústria Metalúrgica,155,47
MET-0105,Barra Aço Inox Tratado Estrutural Leve,2024-06-08,56,17715.39,Indústria Metalúrgica,155,47
MET-0105,Barra Aço Inox Tratado Estrutural Leve,2024-07-24,135,42137.19,Indústria Metalúrgica,155,47
MET-0105,Barra Aço Inox Tratado Estrutural Leve,2024-08-28,48,15187.66,Indústria Metalúrgica,155,47
MET-0105,Barra Aço Inox Tratado Estrutural Leve,2024-09-22,23,7035.24,Indústria Metalúrgica,155,47
MET-0105,Barra Aço Inox Tratado Estrutural Leve,2024-10-04,25,8825.11,Indústria Metalúrgica,155,47
MET-0105,Barra Aço Inox Tratado Estrutural Leve,2024-11-23,130,42364.20,Indústria Metalúrgica,155,47
MET-0105,Barra Aço Inox Tratado Estrutural Leve,2024-12-05,68,21683.78,Indústria Metalúrgica,155,47
MET-0106,Vergalhão Latão Laminado 12m,2024-01-16,213,71809.46,Indústria Metalúrgica,584,86
MET-0106,Vergalhão Latão Laminado 12m,2024-02-16,11,4439.77,Indústria Metalúrgica,584,86
MET-0106,Vergalhão Latão Laminado 12m,2024-03-21,48,16708.96,Indústria Metalúrgica,584,86
MET-0106,Vergalhão Latão Laminado 12m,2024-04-10,183,68301.88,Indústria Metalúrgica,584,86
MET-0106,Vergalhão Latão Laminado 12m,2024-05-20,39,14488.33,Indústria Metalúrgica,584,86
MET-0106,Vergalhão Latão Laminado 12m,2024-06-17,80,27866.34,Indústria Metalúrgica,584,86
MET-0106,Vergalhão Latão Laminado 12m,2024-07-12,214,81217.80,Indústria Metalúrgica,584,86
MET-0106,Vergalhão Latão Laminado 12m,2024-08-05,102,37583.12,Indústria Metalúrgica,584,86
MET-0106,Vergalhão Latão Laminado 12m,2024-09-16,24,7663.05,Indústria Metalúrgica,584,86
MET-0106,Vergalhão Latão Laminado 12m,2024-10-12,114,38737.29,Indústria Metalúrgica,584,86
MET-0106,Vergalhão Latão Laminado 12m,2024-11-11,184,62314.00,Indústria Metalúrgica,584,86
MET-0106,Vergalhão Latão Laminado 12m,2024-12-28,239,82637.83,Indústria Metalúrgica,584,86
MET-0107,"Perfil I Aço Inox Polido 1,20m x 2,40m",2024-01-16,209,128229.12,Indústria Metalúrgica,245,52
MET-0107,"Perfil I Aço Inox Polido 1,20m x 2,40m",2024-02-11,155,107879.70,Indústria Metalúrgica,245,52
MET-0107,"Perfil I Aço Inox Polido 1,20m x 2,40m",2024-03-23,57,40661.22,Indústria Metalúrgica,245,52
MET-0107,"Perfil I Aço Inox Polido 1,20m x 2,40m",2024-04-11,208,139383.06,Indústria Metalúrgica,245,52
MET-0107,"Perfil I Aço Inox Polido 1,20m x 2,40m",2024-05-08,189,125441.05,Indústria Metalúrgica,245,52
MET-0107,"Perfil I Aço Inox Polido 1,20m x 2,40m",2024-06-08,216,151232.22,Indústria Metalúrgica,245,52
MET-0107,"Perfil I Aço Inox Polido 1,20m x 2,40m",2024-07-16,152,97878.21,Indústria Metalúrgica,245,52
MET-0107,"Perfil I Aço Inox Polido 1,20m x 2,40m",2024-08-01,88,57248.91,Indústria Metalúrgica,245,52
MET-0107,"Perfil I Aço Inox Polido 1,20m x 2,40m",2024-09-04,106,73032.88,Indústria Metalúrgica,245,52
MET-0107,"Perfil I Aço Inox Polido 1,20m x 2,40m",2024-10-20,90,52337.74,Indústria Metalúrgica,245,52
MET-0107,"Perfil I Aço Inox Polido 1,20m x 2,40m",2024-11-16,126,83825.04,Indústria Metalúrgica,245,52
MET-0107,"Perfil I Aço Inox Polido 1,20m x 2,40m",2024-12-24,76,44020.71,Indústria Metalúrgica,245,52
MET-0108,Perfil I Revestido Decapado e Oleado Estrutural Leve,2024-01-13,207,85138.84,Indústria Metalúrgica,567,21
MET-0108,Perfil I Revestido Decapado e Oleado Estrutural Leve,2024-02-25,78,36540.84,Indústria Metalúrgica,567,21
MET-0108,Perfil I Revestido Decapado e Oleado Estrutural Leve,2024-03-12,225,107039.34,Indústria Metalúrgica,567,21
MET-0108,Perfil I Revestido Decapado e Oleado Estrutural Leve,2024-04-16,71,29438.16,Indústria Metalúrgica,567,21
MET-0108,Perfil I Revestido Decapado e Oleado Estrutural Leve,2024-05-01,91,39062.94,Indústria Metalúrgica,567,21
MET-0108,Perfil I Revestido Decapado e Oleado Estrutural Leve,2024-06-20,131,59203.63,Indústria Metalúrgica,567,21
MET-0108,Perfil I Revestido Decapado e Oleado Estrutural Leve,2024-07-26,77,38149.61,Indústria Metalúrgica,567,21
MET-0108,Perfil I Revestido Decapado e Oleado Estrutural Leve,2024-08-16,88,40186.41,Indústria Metalúrgica,567,21
MET-0108,Perfil I Revestido Decapado e Oleado Estrutural Leve,2024-09-18,59,28369.68,Indústria Metalúrgica,567,21
MET-0108,Perfil I Revestido Decapado e Oleado Estrutural Leve,2024-10-21,56,27751.70,Indústria Metalúrgica,567,21
MET-0108,Perfil I Revestido Decapado e Oleado Estrutural Leve,2024-11-20,162,65330.17,Indústria Metalúrgica,567,21
MET-0108,Perfil I Revestido Decapado e Oleado Estrutural Leve,2024-12-24,23,10834.66,Indústria Metalúrgica,567,21
MET-0109,"Perfil I Cobre Quente 1,20m x 2,40m",2024-01-07,142,51772.76,Indústria Metalúrgica,475,114
MET-0109,"Perfil I Cobre Quente 1,20m x 2,40m",2024-02-10,71,25837.80,Indústria Metalúrgica,475,114
MET-0109,"Perfil I Cobre Quente 1,20m x 2,40m",2024-03-14,187,68489.89,Indústria Metalúrgica,475,114
MET-0109,"Perfil I Cobre Quente 1,20m x 2,40m",2024-04-01,84,26828.26,Indústria Metalúrgica,475,114
MET-0109,"Perfil I Cobre Quente 1,20m x 2,40m",2024-05-05,83,24864.36,Indústria Metalúrgica,475,114
MET-0109,"Perfil I Cobre Quente 1,20m x 2,40m",2024-06-21,172,62183.29,Indústria Metalúrgica,475,114
MET-0109,"Perfil I Cobre Quente 1,20m x 2,40m",2024-07-03,102,34325.89,Indústria Metalúrgica,475,114
MET-0109,"Perfil I Cobre Quente 1,20m x 2,40m",2024-08-05,122,42707.06,Indústria Metalúrgica,475,114
MET-0109,"Perfil I Cobre Quente 1,20m x 2,40m",2024-09-18,48,16673.48,Indústria Metalúrgica,475,114
MET-0109,"Perfil I Cobre Quente 1,20m x 2,40m",2024-10-25,88,26972.20,Indústria Metalúrgica,475,114
MET-0109,"Perfil I Cobre Quente 1,20m x 2,40m",2024-11-09,124,39759.57,Indústria Metalúrgica,475,114
MET-0109,"Perfil I Cobre Quente 1,20m x 2,40m",2024-12-23,163,54695.09,Indústria Metalúrgica,475,114
MET-0110,"Perfil I Zincado Laminado 1,50m x 3,00m",2024-01-06,158,65567.67,Indústria Metalúrgica,570,51
MET-0110,"Perfil I Zincado Laminado 1,50m x 3,00m",2024-02-01,39,15848.50,Indústria Metalúrgica,570,51
MET-0110,"Perfil I Zincado Laminado 1,50m x 3,00m",2024-03-11,149,67710.31,Indústria Metalúrgica,570,51
MET-0110,"Perfil I Zincado Laminado 1,50m x 3,00m",2024-04-05,88,43522.38,Indústria Metalúrgica,570,51
MET-0110,"Perfil I Zincado Laminado 1,50m x 3,00m",2024-05-13,148,59691.51,Indústria Metalúrgica,570,51
MET-0110,"Perfil I Zincado Laminado 1,50m x 3,00m",2024-06-14,173,75616.99,Indústria Metalúrgica,570,51
MET-0110,"Perfil I Zincado Laminado 1,50m x 3,00m",2024-07-06,91,42753.64,Indústria Metalúrgica,570,51
MET-0110,"Perfil I Zincado Laminado 1,50m x 3,00m",2024-08-25,16,7572.42,Indústria Metalúrgica,570,51
MET-0110,"Perfil I Zincado Laminado 1,50m x 3,00m",2024-09-11,152,73879.53,Indústria Metalúrgica,570,51
MET-0110,"Perfil I Zincado Laminado 1,50m x 3,00m",2024-10-02,234,107253.43,Indústria Metalúrgica,570,51
MET-0110,"Perfil I Zincado Laminado 1,50m x 3,00m",2024-11-24,191,91909.75,Indústria Metalúrgica,570,51
MET-0110,"Perfil I Zincado Laminado 1,50m x 3,00m",2024-12-16,24,12128.15,Indústria Metalúrgica,570,51
MET-0111,Perfil I Cobre Frio 8m,2024-01-05,46,26533.33,Indústria Metalúrgica,451,111
MET-0111,Perfil I Cobre Frio 8m,2024-02-06,190,113590.60,Indústria Metalúrgica,451,111
MET-0111,Perfil I Cobre Frio 8m,2024-03-25,100,71465.93,Indústria Metalúrgica,451,111
MET-0111,Perfil I Cobre Frio 8m,2024-04-11,28,17527.65,Indústria Metalúrgica,451,111
MET-0111,Perfil I Cobre Frio 8m,2024-05-25,25,15965.82,Indústria Metalúrgica,451,111
MET-0111,Perfil I Cobre Frio 8m,2024-06-18,23,14805.97,Indústria Metalúrgica,451,111
MET-0111,Perfil I Cobre Frio 8m,2024-07-21,210,130903.36,Indústria Metalúrgica,451,111
MET-0111,Perfil I Cobre Frio 8m,2024-08-05,148,102264.69,Indústria Metalúrgica,451,111
MET-0111,Perfil I Cobre Frio 8m,2024-09-27,61,38531.77,Indústria Metalúrgica,451,111
